Mod:Item:MetaData, Localized Name
BiblioWoodsNatura:BiblioWoodSeat:0, Bloodwood Seat
BiblioWoodsNatura:BiblioWoodSeat:1, Darkwood Seat
BiblioWoodsNatura:BiblioWoodSeat:2, Eucalyptus Seat
BiblioWoodsNatura:BiblioWoodSeat:3, Fusewood Seat
BiblioWoodsNatura:BiblioWoodSeat:4, Ghostwood Seat
BiblioWoodsNatura:BiblioWoodSeat:5, Hopseed Seat
BiblioWoodsNatura:BiblioWoodSeat:6, Maple Seat
BiblioWoodsNatura:BiblioWoodSeat:7, Purpleheart Seat
BiblioWoodsNatura:BiblioWoodSeat:8, Redwood Seat
BiblioWoodsNatura:BiblioWoodSeat:9, Silverbell Seat
BiblioWoodsNatura:BiblioWoodSeat:10, Sakura Seat
BiblioWoodsNatura:BiblioWoodSeat:11, Tiger Seat
BiblioWoodsNatura:BiblioWoodSeat:12, Willow Seat
BiblioWoodsNatura:BiblioWoodMapFrame:0, Bloodwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:1, Darkwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:2, Eucalyptus Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:3, Fusewood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:4, Ghostwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:5, Hopseed Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:6, Maple Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:7, Purpleheart Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:8, Redwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:9, Silverbell Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:10, Sakura Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:11, Tiger Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:12, Willow Map Frame
BiblioWoodsNatura:BiblioWoodFancySign:0, Bloodwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:1, Darkwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:2, Eucalyptus Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:3, Fusewood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:4, Ghostwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:5, Hopseed Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:6, Maple Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:7, Purpleheart Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:8, Redwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:9, Silverbell Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:10, Sakura Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:11, Tiger Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:12, Willow Fancy Sign
BiblioWoodsNatura:BiblioWoodFancyWorkbench:0, Bloodwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:1, Darkwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:2, Eucalyptus Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:3, Fusewood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:4, Ghostwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:5, Hopseed Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:6, Maple Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:7, Purpleheart Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:8, Redwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:9, Silverbell Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:10, Sakura Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:11, Tiger Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:12, Willow Fancy Workbench
BiblioWoodsNatura:BiblioWoodClock:0, Bloodwood Clock
BiblioWoodsNatura:BiblioWoodClock:1, Darkwood Clock
BiblioWoodsNatura:BiblioWoodClock:2, Eucalyptus Clock
BiblioWoodsNatura:BiblioWoodClock:3, Fusewood Clock
BiblioWoodsNatura:BiblioWoodClock:4, Ghostwood Clock
BiblioWoodsNatura:BiblioWoodClock:5, Hopseed Clock
BiblioWoodsNatura:BiblioWoodClock:6, Maple Clock
BiblioWoodsNatura:BiblioWoodClock:7, Purpleheart Clock
BiblioWoodsNatura:BiblioWoodClock:8, Redwood Clock
BiblioWoodsNatura:BiblioWoodClock:9, Silverbell Clock
BiblioWoodsNatura:BiblioWoodClock:10, Sakura Clock
BiblioWoodsNatura:BiblioWoodClock:11, Tiger Clock
BiblioWoodsNatura:BiblioWoodClock:12, Willow Clock
BiblioWoodsNatura:BiblioWoodPaintingT0:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:12, Willow Painting Frame
BinnieCore:storage:0, Compartment
BinnieCore:storage:1, Copper Compartment
BinnieCore:storage:2, Bronze Compartment
BinnieCore:storage:3, Iron Compartment
BinnieCore:storage:4, Gold Compartment
BinnieCore:storage:5, Diamond Compartment
Botany:flower, tile.flower.name
Botany:plant:0, Weeds
Botany:plant:1, Long Weeds
Botany:plant:2, Very Long Weeds
Botany:plant:3, Dead Flower
Botany:plant:4, Decaying Flower
Botany:soil:0, Soil
Botany:soil:1, Soil
Botany:soil:2, Soil
Botany:soil:3, Soil
Botany:soil:4, Soil
Botany:soil:5, Soil
Botany:soil:6, Soil
Botany:soil:7, Soil
Botany:soil:8, Soil
Botany:loam:0, Loam
Botany:loam:1, Loam
Botany:loam:2, Loam
Botany:loam:3, Loam
Botany:loam:4, Loam
Botany:loam:5, Loam
Botany:loam:6, Loam
Botany:loam:7, Loam
Botany:loam:8, Loam
Botany:flowerbed:0, Flowerbed
Botany:flowerbed:1, Flowerbed
Botany:flowerbed:2, Flowerbed
Botany:flowerbed:3, Flowerbed
Botany:flowerbed:4, Flowerbed
Botany:flowerbed:5, Flowerbed
Botany:flowerbed:6, Flowerbed
Botany:flowerbed:7, Flowerbed
Botany:flowerbed:8, Flowerbed
Botany:soilNoWeed:0, Soil
Botany:soilNoWeed:1, Soil
Botany:soilNoWeed:2, Soil
Botany:soilNoWeed:3, Soil
Botany:soilNoWeed:4, Soil
Botany:soilNoWeed:5, Soil
Botany:soilNoWeed:6, Soil
Botany:soilNoWeed:7, Soil
Botany:soilNoWeed:8, Soil
Botany:loamNoWeed:0, Loam
Botany:loamNoWeed:1, Loam
Botany:loamNoWeed:2, Loam
Botany:loamNoWeed:3, Loam
Botany:loamNoWeed:4, Loam
Botany:loamNoWeed:5, Loam
Botany:loamNoWeed:6, Loam
Botany:loamNoWeed:7, Loam
Botany:loamNoWeed:8, Loam
Botany:flowerbedNoWeed:0, Flowerbed
Botany:flowerbedNoWeed:1, Flowerbed
Botany:flowerbedNoWeed:2, Flowerbed
Botany:flowerbedNoWeed:3, Flowerbed
Botany:flowerbedNoWeed:4, Flowerbed
Botany:flowerbedNoWeed:5, Flowerbed
Botany:flowerbedNoWeed:6, Flowerbed
Botany:flowerbedNoWeed:7, Flowerbed
Botany:flowerbedNoWeed:8, Flowerbed
Botany:ceramic, tile.ceramic.name
Botany:stained, tile.stained.name
Botany:ceramicPattern, tile.ceramicPattern.name
Botany:ceramicBrick, tile.ceramicBrick.name
ExtraBees:ectoplasm, Ectoplasm
ExtraBees:hive:0, Water Hive
ExtraBees:hive:1, Rock Hive
ExtraBees:hive:2, Nether Hive
ExtraBees:hive:3, Marble Hive
ExtraBees:alveary:0, Mutator
ExtraBees:alveary:1, Frame Housing
ExtraBees:alveary:2, Rain Shield
ExtraBees:alveary:3, Alveary Lighting
ExtraBees:alveary:4, Electrical Stimulator
ExtraBees:alveary:5, Hatchery
ExtraBees:alveary:6, Alveary Transmission
ExtraTrees:planks, tile.planks.name
ExtraTrees:fence, Fence
ExtraTrees:multifence, tile.multifence.name
ExtraTrees:log, Wood
ExtraTrees:gate, Unnamed Block, report to mod author.
ExtraTrees:slab:0, Fir Wood Slab
ExtraTrees:slab:1, Cedar Wood Slab
ExtraTrees:slab:2, Hemlock Wood Slab
ExtraTrees:slab:3, Cypress Wood Slab
ExtraTrees:slab:4, Fig Wood Slab
ExtraTrees:slab:5, Beech Wood Slab
ExtraTrees:slab:6, Alder Wood Slab
ExtraTrees:slab:7, Hazel Wood Slab
ExtraTrees:slab:8, Hornbeam Wood Slab
ExtraTrees:slab:9, Box Wood Slab
ExtraTrees:slab:10, Butternut Wood Slab
ExtraTrees:slab:11, Hickory Wood Slab
ExtraTrees:slab:12, Whitebeam Wood Slab
ExtraTrees:slab:13, Elm Wood Slab
ExtraTrees:slab:14, Apple Wood Slab
ExtraTrees:slab:15, Yew Wood Slab
ExtraTrees:slab:16, Pear Wood Slab
ExtraTrees:slab:17, Hawthorn Wood Slab
ExtraTrees:slab:18, Rowan Wood Slab
ExtraTrees:slab:19, Elder Wood Slab
ExtraTrees:slab:20, Maclura Wood Slab
ExtraTrees:slab:21, Syzgium Wood Slab
ExtraTrees:slab:22, Brazilwood Wood Slab
ExtraTrees:slab:23, Logwood Wood Slab
ExtraTrees:slab:24, Iroko Wood Slab
ExtraTrees:slab:25, Locust Wood Slab
ExtraTrees:slab:26, Eucalyptus Wood Slab
ExtraTrees:slab:27, Purpleheart Wood Slab
ExtraTrees:slab:28, Ash Wood Slab
ExtraTrees:slab:29, Holly Wood Slab
ExtraTrees:slab:30, Olive Wood Slab
ExtraTrees:slab:31, Sweetgum Wood Slab
ExtraTrees:slab:32, Rosewood Wood Slab
ExtraTrees:slab:33, Gingko Wood Slab
ExtraTrees:slab:34, Pink Ivory Wood Slab
ExtraTrees:door, tile.door.name
ExtraTrees:stairs, tile.stairs.name
ExtraTrees:carpentry, tile.carpentry.name
ExtraTrees:panel, tile.carpentry.name
ExtraTrees:stainedglass, Stained Glass
ExtraTrees:machine:0, Lumbermill
ExtraTrees:machine:1, Woodworker
ExtraTrees:machine:2, Panelworker
ExtraTrees:machine:4, Fruit Press
ExtraTrees:machine:5, Brewery
ExtraTrees:machine:6, Distillery
ExtraTrees:machine:7, Glassworker
ExtraTrees:machine:8, Tileworker
Genetics:machine:0, Isolator
Genetics:machine:1, Sequencer
Genetics:machine:2, Polymeriser
Genetics:machine:3, Inoculator
Genetics:labMachine:0, Lab Stand
Genetics:labMachine:1, Analyser
Genetics:labMachine:2, Incubator
Genetics:labMachine:3, Genepool
Genetics:labMachine:4, Acclimatiser
Genetics:advMachine:0, Splicer
AWWayofTime:Altar, Blood Altar
AWWayofTime:AlchemicalWizardrybloodRune:0, Blood Rune
AWWayofTime:AlchemicalWizardrybloodRune:1, Rune of Augmented Capacity
AWWayofTime:AlchemicalWizardrybloodRune:2, Rune of Dislocation
AWWayofTime:AlchemicalWizardrybloodRune:3, Rune of the Orb
AWWayofTime:AlchemicalWizardrybloodRune:4, Rune of Superior Capacity
AWWayofTime:AlchemicalWizardrybloodRune:5, Rune of Acceleration
AWWayofTime:lifeEssence, Life Essence
AWWayofTime:speedRune, Speed Rune
AWWayofTime:efficiencyRune, Efficiency Rune
AWWayofTime:runeOfSacrifice, Rune of Sacrifice
AWWayofTime:runeOfSelfSacrifice, Rune of Self-Sacrifice
AWWayofTime:ritualStone, Ritual Stone
AWWayofTime:masterStone, Master Ritual Stone
AWWayofTime:bloodSocket, Filled Socket
AWWayofTime:imperfectRitualStone, Imperfect Ritual Stone
AWWayofTime:armourForge, Soul Armour Forge
AWWayofTime:emptySocket, Empty Socket
AWWayofTime:bloodStoneBrick, Bloodstone Brick
AWWayofTime:largeBloodStoneBrick, Large Bloodstone Brick
AWWayofTime:blockWritingTable, Alchemic Chemistry Set
AWWayofTime:blockHomHeart, Spell Table
AWWayofTime:blockPedestal, Arcane Pedestal
AWWayofTime:blockPlinth, Arcane Plinth
AWWayofTime:blockTeleposer, Teleposer
AWWayofTime:spectralBlock, Spectral Block
AWWayofTime:bloodLight, Blood Light
AWWayofTime:blockConduit, Spell Conduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Particle Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Melee Aggregator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Tool Forger
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Unstable Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Standard Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Reinforced Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Imbued Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Demonic Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Unstable Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Standard Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Reinforced Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Imbued Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Demonic Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Unstable Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Standard Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Reinforced Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Imbued Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Demonic Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Default Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Offensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Defensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Environmental Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Crucible of Fire
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Ice Maker
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Wind Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Earth Former
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, Demon Portal
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Alchemy Relay
AWWayofTime:blockAlchemicCalcinator, Alchemic Calcinator
AWWayofTime:blockCrystalBelljar:0, Crystal Belljar
AWWayofTime:blockDemonChest, Demon's Chest
AWWayofTime:blockCrystal:0, Crystal Cluster
AWWayofTime:blockCrystal:1, Crystal Cluster Brick
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, Glyph of the Adept Enchanter
AWWayofTime:blockEnchantmentGlyph:1, Glyph of Arcane Potential
AWWayofTime:blockStabilityGlyph:0, Glyph of Rigid Stability
AWWayofTime:blockCrucible, Incense Crucible
Botania:flower:0, Mystical White Flower
Botania:flower:1, Mystical Orange Flower
Botania:flower:2, Mystical Magenta Flower
Botania:flower:3, Mystical Light Blue Flower
Botania:flower:4, Mystical Yellow Flower
Botania:flower:5, Mystical Lime Flower
Botania:flower:6, Mystical Pink Flower
Botania:flower:7, Mystical Gray Flower
Botania:flower:8, Mystical Light Gray Flower
Botania:flower:9, Mystical Cyan Flower
Botania:flower:10, Mystical Purple Flower
Botania:flower:11, Mystical Blue Flower
Botania:flower:12, Mystical Brown Flower
Botania:flower:13, Mystical Green Flower
Botania:flower:14, Mystical Red Flower
Botania:flower:15, Mystical Black Flower
Botania:altar:0, Petal Apothecary
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Livingrock
Botania:livingrock:1, Livingrock Brick
Botania:livingrock:2, Mossy Livingrock Brick
Botania:livingrock:3, Cracked Livingrock Brick
Botania:livingrock:4, Chiseled Livingrock Brick
Botania:livingwood:0, Livingwood
Botania:livingwood:1, Livingwood Planks
Botania:livingwood:2, Mossy Livingwood Planks
Botania:livingwood:3, Framed Livingwood
Botania:livingwood:4, Pattern Framed Livingwood
Botania:livingwood:5, Glimmering Livingwood
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, Mana Spreader
Botania:spreader:1, Pulse Mana Spreader
Botania:spreader:2, Elven Mana Spreader
Botania:spreader:3, Gaia Mana Spreader
Botania:pool:0, Mana Pool
Botania:pool:2, Diluted Mana Pool
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, The Everlasting Guilty Pool
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, White Unstable Cube
Botania:unstableBlock:1, Orange Unstable Cube
Botania:unstableBlock:2, Magenta Unstable Cube
Botania:unstableBlock:3, Light Blue Unstable Cube
Botania:unstableBlock:4, Yellow Unstable Cube
Botania:unstableBlock:5, Lime Unstable Cube
Botania:unstableBlock:6, Pink Unstable Cube
Botania:unstableBlock:7, Gray Unstable Cube
Botania:unstableBlock:8, Light Gray Unstable Cube
Botania:unstableBlock:9, Cyan Unstable Cube
Botania:unstableBlock:10, Purple Unstable Cube
Botania:unstableBlock:11, Blue Unstable Cube
Botania:unstableBlock:12, Brown Unstable Cube
Botania:unstableBlock:13, Green Unstable Cube
Botania:unstableBlock:14, Red Unstable Cube
Botania:unstableBlock:15, Black Unstable Cube
Botania:pylon:0, Mana Pylon
Botania:pylon:1, Natura Pylon
Botania:pylon:2, Gaia Pylon
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, Oxygen Bubble Distributor
Botania:manaBeacon:0, White Unstable Beacon
Botania:manaBeacon:1, Orange Unstable Beacon
Botania:manaBeacon:2, Magenta Unstable Beacon
Botania:manaBeacon:3, Light Blue Unstable Beacon
Botania:manaBeacon:4, Yellow Unstable Beacon
Botania:manaBeacon:5, Lime Unstable Beacon
Botania:manaBeacon:6, Pink Unstable Beacon
Botania:manaBeacon:7, Gray Unstable Beacon
Botania:manaBeacon:8, Light Gray Unstable Beacon
Botania:manaBeacon:9, Cyan Unstable Beacon
Botania:manaBeacon:10, Purple Unstable Beacon
Botania:manaBeacon:11, Blue Unstable Beacon
Botania:manaBeacon:12, Brown Unstable Beacon
Botania:manaBeacon:13, Green Unstable Beacon
Botania:manaBeacon:14, Red Unstable Beacon
Botania:manaBeacon:15, Black Unstable Beacon
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, Osmotic Enchanter
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, Open Crate
Botania:openCrate:1, Crafty Crate
Botania:forestEye, tile.forestEye.name
Botania:storage:0, Block of Manasteel
Botania:storage:1, Block of Terrasteel
Botania:storage:2, Block of Elementium
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Drum of the Wild
Botania:forestDrum:1, Drum of the Gathering
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Glimmering White Flower
Botania:shinyFlower:1, Glimmering Orange Flower
Botania:shinyFlower:2, Glimmering Magenta Flower
Botania:shinyFlower:3, Glimmering Light Blue Flower
Botania:shinyFlower:4, Glimmering Yellow Flower
Botania:shinyFlower:5, Glimmering Lime Flower
Botania:shinyFlower:6, Glimmering Pink Flower
Botania:shinyFlower:7, Glimmering Gray Flower
Botania:shinyFlower:8, Glimmering Light Gray Flower
Botania:shinyFlower:9, Glimmering Cyan Flower
Botania:shinyFlower:10, Glimmering Purple Flower
Botania:shinyFlower:11, Glimmering Blue Flower
Botania:shinyFlower:12, Glimmering Brown Flower
Botania:shinyFlower:13, Glimmering Green Flower
Botania:shinyFlower:14, Glimmering Red Flower
Botania:shinyFlower:15, Glimmering Black Flower
Botania:platform:0, Abstruse Platform
Botania:platform:1, Spectral Platform
Botania:platform:2, Infrangible Platform
Botania:alfheimPortal, tile.alfheimPortal.name
Botania:dreamwood:0, Dreamwood
Botania:dreamwood:1, Dreamwood Planks
Botania:dreamwood:2, Mossy Dreamwood Planks
Botania:dreamwood:3, Framed Dreamwood
Botania:dreamwood:4, Pattern Framed Dreamwood
Botania:dreamwood:5, Glimmering Dreamwood
Botania:conjurationCatalyst, tile.conjurationCatalyst.name
Botania:bifrost, tile.bifrost.name
Botania:solidVine, tile.solidVine.name
Botania:buriedPetals:0, Buried White Petal
Botania:buriedPetals:1, Buried Orange Petal
Botania:buriedPetals:2, Buried Magenta Petal
Botania:buriedPetals:3, Buried Light Blue Petal
Botania:buriedPetals:4, Buried Yellow Petal
Botania:buriedPetals:5, Buried Lime Petal
Botania:buriedPetals:6, Buried Pink Petal
Botania:buriedPetals:7, Buried Gray Petal
Botania:buriedPetals:8, Buried Light Gray Petal
Botania:buriedPetals:9, Buried Cyan Petal
Botania:buriedPetals:10, Buried Purple Petal
Botania:buriedPetals:11, Buried Blue Petal
Botania:buriedPetals:12, Buried Brown Petal
Botania:buriedPetals:13, Buried Green Petal
Botania:buriedPetals:14, Buried Red Petal
Botania:buriedPetals:15, Buried Black Petal
Botania:prismarine:0, Prismarine
Botania:prismarine:1, Prismarine Bricks
Botania:prismarine:2, Dark Prismarine
Botania:seaLamp, tile.seaLamp.name
Botania:miniIsland:0, Floating White Flower
Botania:miniIsland:1, Floating Orange Flower
Botania:miniIsland:2, Floating Magenta Flower
Botania:miniIsland:3, Floating Light Blue Flower
Botania:miniIsland:4, Floating Yellow Flower
Botania:miniIsland:5, Floating Lime Flower
Botania:miniIsland:6, Floating Pink Flower
Botania:miniIsland:7, Floating Gray Flower
Botania:miniIsland:8, Floating Light Gray Flower
Botania:miniIsland:9, Floating Cyan Flower
Botania:miniIsland:10, Floating Purple Flower
Botania:miniIsland:11, Floating Blue Flower
Botania:miniIsland:12, Floating Brown Flower
Botania:miniIsland:13, Floating Green Flower
Botania:miniIsland:14, Floating Red Flower
Botania:miniIsland:15, Floating Black Flower
Botania:tinyPotato, tile.tinyPotato.name
Botania:spawnerClaw, tile.spawnerClaw.name
Botania:reedBlock, tile.reedBlock.name
